postal_code,province_code,municipality_code,municipality_name
12230,12,12058,Espadilla
12231,12,12046,Cirat
12232,12,12118,Torrechiva
12300,12,12080,Morella
12310,12,12061,Forcall
12311,12,12087,Palanques
12312,12,12075,"Mata de Morella, la"
12313,12,12313,La Pobla D'Alcolea
12314,12,12314,Xiva De Morella
12315,12,12127,Vallibona
12316,12,12316,Hostal Nou
12317,12,12068,Herbés
12318,12,12091,Portell de Morella
12319,12,12037,Castell de Cabres
12320,12,12099,Sant Jordi
12330,12,12121,Traiguera
12340,12,12070,la Jana
12350,12,12036,Canet lo Roig
12360,12,12052,Chert/Xert
12370,12,12052,Chert/Xert
12400,12,12040,Castellón de la Plana/Castelló de la Plana
12410,12,12012,Altura
12412,12,12104,Segorbe
12413,12,12010,Almedíjar
12414,12,12125,Vall de Almonacid
12415,12,12065,Gaibiel
12420,12,12020,Barracas
12428,12,12063,Fuente la Reina
12429,12,12115,"Toro, El"
12430,12,12022,Bejís
12431,12,12114,Torás
12440,12,12043,Caudiel
12447,12,12078,Montán
12448,12,12079,Montanejos
12449,12,12088,Pavías
12450,12,12071,Jérica
12460,12,12140,Viver
12469,12,12140,Viver
12470,12,12081,Navajas
12480,12,12106,Soneja
12489,12,12107,Sot de Ferrer
12490,12,12018,Azuébar
12499,12,12056,Chóvar
12500,12,12138,Vinaròs
12510,12,12101,Sant Rafel del Maestrat
12511,12,12096,Rossell
12512,12,12096,Rossell
12513,12,12042,Catí
12520,12,12082,Nules
12526,12,12136,La Vilavella
12527,12,12016,Artana
12528,12,12057,Eslida
12529,12,12082,Nules
12530,12,12027,Benicarló
12539,12,12901,Alquerías del Niño Perdido
12540,12,12135,Vila-real
12549,12,12021,Betxí
12550,12,12009,Almazora/Almassora
12560,12,12040,Castellón de la Plana/Castelló de la Plana
12570,12,12004,Alcalà de Xivert
12578,12,12044,Cervera del Maestre
12579,12,12004,Alcalà de Xivert
12580,12,12027,Benicarló
12589,12,12034,Càlig
12590,12,12011,Almenara
12591,12,12074,"Llosa, la"
12592,12,12053,Chilches/Xilxes
12593,12,12077,Moncofa
12594,12,12085,Oropesa del Mar/Orpesa
12595,12,12033,Cabanes
12596,12,12117,Torreblanca
12597,12,12102,Santa Magdalena de Pulpis
12598,12,12089,Peníscola/Peñíscola
12599,12,12093,"Pobla de Benifassà, la"
12600,12,12126,la Vall d'Uixó
12609,12,12007,Alfondeguilla
13001,13,13034,Ciudad Real
13002,13,13034,Ciudad Real
13003,13,13034,Ciudad Real
13004,13,13034,Ciudad Real
13005,13,13034,Ciudad Real
13070,13,13070,Ciudad Real (CP 13070)
13071,13,13071,Ciudad Real (CP 13071)
13080,13,13080,Ciudad Real (CP 13080)
13100,13,13063,Piedrabuena
13107,13,13007,Alcolea de Calatrava
13108,13,13051,Luciana
13109,13,13068,Puebla de Don Rodrigo
13110,13,13049,Horcajo de los Montes
13110,06,13049,Horcajo de los Montes
13113,13,13113,El Alcornocal
13114,13,13901,"Robledo, El"
13115,13,13006,Alcoba
13116,13,13006,Alcoba
13117,13,13017,Anchuras
13118,13,13017,Anchuras
13120,13,13065,Porzuna
13128,13,13128,Las Tiñosillas
13129,13,13065,Porzuna
13130,13,13042,Fuencaliente
13140,13,13040,Fernán Caballero
13150,13,13031,Carrión de Calatrava
13160,13,13083,Torralba de Calatrava
13170,13,13019,Argamasilla de Alba
13179,13,13015,Almodóvar del Campo
13180,13,13001,Abenójar
13189,13,13015,Almodóvar del Campo
13190,13,13056,Miguelturra
13191,13,13067,"Pozuelos de Calatrava, Los"
13192,13,13015,Almodóvar del Campo
13193,13,13021,Arroba de los Montes
13194,13,13052,Malagón
13195,13,13034,Ciudad Real
13196,13,13034,Ciudad Real
13200,13,13053,Manzanares
13210,13,13097,Villarta de San Juan
13220,13,13904,Llanos del Caudillo
13230,13,13054,Membrilla
13240,13,13079,"Solana, La"
13247,13,13074,San Carlos del Valle
13248,13,13010,Alhambra
13249,13,13902,Ruidera
13250,13,13039,Daimiel
13260,13,13013,Almagro
13270,13,13013,Almagro
13279,13,13088,Valenzuela de Calatrava
13300,13,13005,Alcázar de San Juan
13310,13,13087,Valdepeñas
13320,13,13093,Villanueva de los Infantes
13326,13,13057,Montiel
13327,13,13076,Santa Cruz de los Cáñamos
13328,13,13014,Almedina
13329,13,13032,Carrizosa
13330,13,13092,Villanueva de la Fuente
13331,13,13089,Villahermosa
13332,13,13089,Villahermosa
13333,13,13043,Fuenllana
13340,13,13004,Albaladejo
13341,13,13081,Terrinches
13342,13,13069,Puebla del Príncipe
13343,13,13090,Villamanrique
13344,13,13084,Torre de Juan Abad
13345,13,13037,Cózar
13350,13,13058,Moral de Calatrava
13360,13,13045,Granátula de Calatrava
13370,13,13027,Calzada de Calatrava
13379,13,13094,Villanueva de San Carlos
13380,13,13009,Aldea del Rey
13390,13,13010,Alhambra
13391,13,13008,Alcubillas
13400,13,13011,Almadén
13410,13,13002,Agudo
13411,13,13086,Valdemanco del Esteras
13412,13,13038,Chillón
13413,13,13003,Alamillo
13414,13,13012,Almadenejos
13415,13,13015,Almodóvar del Campo
13420,13,13052,Malagón
13427,13,13036,"Cortijos, Los"
13428,13,13052,Malagón
13429,13,13052,Malagón
13430,13,13029,Cañada de Calatrava
13431,13,13095,Villar del Pozo
13432,13,13022,Ballesteros de Calatrava
13433,13,13433,Caracuel De Calatrava
13434,13,13434,Aeropuerto Central Ciudad Real
13440,13,13020,Argamasilla de Calatrava
13450,13,13024,Brazatortas
13459,13,13015,Almodóvar del Campo
13460,13,13015,Almodóvar del Campo
13470,13,13015,Almodóvar del Campo
13473,13,13001,Abenójar
13480,13,13012,Almadenejos
13490,13,13046,Guadalmez
13500,13,13071,Puertollano
13580,13,13015,Almodóvar del Campo
13590,13,13048,Hinojosas de Calatrava
13591,13,13026,Cabezarrubias del Puerto
13592,13,13055,Mestanza
13593,13,13080,Solana del Pino
13594,13,13055,Mestanza
13595,13,13091,Villamayor de Calatrava
13596,13,13015,Almodóvar del Campo
13597,13,13071,Puertollano
13598,13,13015,Almodóvar del Campo
13600,13,13005,Alcázar de San Juan
13610,13,13028,Campo de Criptana
13619,13,13903,Arenales de San Gregorio
13620,13,13061,Pedro Muñoz
13630,13,13078,Socuéllamos
13640,13,13015,Almodóvar del Campo
13650,13,13070,Puerto Lápice
13660,13,13050,"Labores, Las"
13670,13,13096,Villarrubia de los Ojos
13679,13,13018,Arenas de San Juan
13680,13,13044,Fuente el Fresno
13690,13,13005,Alcázar de San Juan
13700,13,13082,Tomelloso
13710,13,13019,Argamasilla de Alba
13720,13,13005,Alcázar de San Juan
13730,13,13077,Santa Cruz de Mudela
13739,13,13027,Calzada de Calatrava
13740,13,13085,Torrenueva
13750,13,13033,Castellar de Santiago
13760,13,13016,Almuradiel
13768,13,13098,Viso del Marqués
13770,13,13098,Viso del Marqués
13779,13,13027,Calzada de Calatrava
14001,14,14021,Cordoba
14002,14,14021,Cordoba
14003,14,14021,Cordoba
14004,14,14021,Cordoba
14005,14,14021,Cordoba
14006,14,14021,Cordoba
14007,14,14021,Cordoba
14008,14,14021,Cordoba
14009,14,14021,Cordoba
14010,14,14021,Cordoba
14011,14,14021,Cordoba
14012,14,14021,Cordoba
14013,14,14021,Cordoba
14014,14,14021,Cordoba
14029,14,14021,Cordoba
14070,14,14070,Córdoba (CP 14070)
14071,14,14067,Villafranca de Córdoba
14080,14,14080,Córdoba (CP 14080)
14100,14,14017,"Carlota, La"
14110,14,14030,Fuente Palmera
14111,14,14017,"Carlota, La"
14112,14,14030,Fuente Palmera
14113,14,14030,Fuente Palmera
14115,14,14018,"Carpio, El"
14120,14,14030,Fuente Palmera
14129,14,14036,Hornachuelos
14130,14,14033,Guadalcázar
14140,14,14065,"Victoria, La"
14150,14,14059,San Sebastián de los Ballesteros
14190,14,14010,Benamejí
14191,14,14017,"Carlota, La"
14192,14,14021,Cordoba
14193,14,14017,"Carlota, La"
14200,14,14052,Peñarroya-Pueblonuevo
14206,14,14064,Valsequillo
14207,14,14032,"Granjuela, La"
14208,14,14011,"Blázquez, Los"
14209,14,14009,Belmez
14210,14,14026,Espiel
14220,14,14026,Espiel
14230,14,14071,Villanueva del Rey
14240,14,14009,Belmez
14249,14,14009,Belmez
14250,14,14070,Villanueva del Duque
14260,14,14028,Fuente la Lancha
14270,14,14035,Hinojosa del Duque
14280,14,14008,Belalcázar
14290,14,14029,Fuente Obejuna
14297,14,14029,Fuente Obejuna
14298,14,14029,Fuente Obejuna
14299,14,14029,Fuente Obejuna
14300,14,14073,Villaviciosa de Córdoba
14310,14,14047,Obejo
14320,14,14026,Espiel
14330,14,14330,Brimz (Centro Militar)
14350,14,14021,Cordoba
14400,14,14054,Pozoblanco
14410,14,14062,Torrecampo
14412,14,14051,Pedroche
14413,14,14034,"Guijo, El"
14420,14,14067,Villafranca de Córdoba
14430,14,14001,Adamuz
14439,14,14001,Adamuz
14440,14,14016,Cardeña
14445,14,14009,Belmez
14446,14,14016,Cardeña
14447,14,14016,Cardeña
14448,14,14020,Conquista
14449,13,13015,Almodóvar del Campo
14450,14,14006,Añora
14460,14,14023,Dos Torres
14470,14,14073,Villaviciosa de Córdoba
14480,14,14003,Alcaracejos
14490,14,14072,Villaralto
14491,14,14061,Santa Eufemia
14500,14,14056,Puente Genil
14510,14,14045,Moriles
14511,14,14038,Lucena
14512,14,14056,Puente Genil
14520,14,14027,Fernán-Núñez
14530,14,14041,Montemayor
14540,14,14057,"Rambla, La"
14546,14,14060,Santaella
14547,14,14060,Santaella
14548,14,14040,Montalbán de Córdoba
14549,14,14060,Santaella
14550,14,14006,Añora
14600,14,14043,Montoro
14610,14,14001,Adamuz
14620,14,14018,"Carpio, El"
14630,14,14050,Pedro Abad
14640,14,14066,Villa del Río
14650,14,14012,Bujalance
14659,14,14012,Bujalance
14660,14,14014,Cañete de las Torres
14670,14,14063,Valenzuela
14700,14,14049,Palma del Río
14709,14,14036,Hornachuelos
14710,14,14021,Cordoba
14711,14,14021,Cordoba
14719,14,14021,Cordoba
14720,14,14005,Almodóvar del Río
14729,14,14005,Almodóvar del Río
14730,14,14053,Posadas
14739,14,14053,Posadas
14740,14,14036,Hornachuelos
14749,14,14749,San Calixto
14800,14,14055,Priego de Córdoba
14810,14,14015,Carcabuey
14811,14,14013,Cabra
14812,14,14004,Almedinilla
14813,14,14004,Almedinilla
14814,14,14055,Priego de Córdoba
14815,14,14031,Fuente-Tójar
14816,14,14015,Carcabuey
14817,14,14055,Priego de Córdoba
14820,14,14021,Cordoba
14830,14,14025,Espejo
14840,14,14019,Castro del Río
14850,14,14007,Baena
14857,14,14019,Castro del Río
14858,14,14019,Castro del Río
14859,14,14007,Baena
14860,14,14022,Doña Mencía
14870,14,14075,Zuheros
14880,14,14039,Luque
14900,14,14038,Lucena
14910,14,14010,Benamejí
14911,14,14038,Lucena
14912,14,14021,Cordoba
14913,14,14024,Encinas Reales
14914,14,14048,Palenciana
14915,14,14010,Benamejí
14920,14,14002,Aguilar de la Frontera
14930,14,14013,Cabra
14940,14,14013,Cabra
14950,14,14007,Baena
14960,14,14058,Rute
14970,14,14037,Iznájar
14978,14,14037,Iznájar
14979,14,14037,Iznájar
15001,15,15030,A Coruña
15002,15,15030,A Coruña
15003,15,15030,A Coruña
15004,15,15030,A Coruña
15005,15,15030,A Coruña
15006,15,15030,A Coruña
15007,15,15030,A Coruña
15008,15,15030,A Coruña
15009,15,15030,A Coruña
15010,15,15030,A Coruña
15011,15,15030,A Coruña
15070,15,15070,A Coruña (CP 15070)
15071,15,15071,A Coruña (CP 15071)
15080,15,15080,A Coruña (CP 15080)
15100,15,15019,Carballo
15102,15,15019,Carballo
15105,15,15019,Carballo
15106,15,15019,Carballo
15107,15,15019,Carballo
15108,15,15019,Carballo
15109,15,15019,Carballo
15110,15,15068,Ponteceso
15111,15,15043,Malpica de Bergantiños
15112,15,15043,Malpica de Bergantiños
15113,15,15043,Malpica de Bergantiños
15114,15,15068,Ponteceso
15115,15,15014,Cabana de Bergantiños
15116,15,15014,Cabana de Bergantiños
15117,15,15040,Laxe
15118,15,15040,Laxe
15119,15,15014,Cabana de Bergantiños
15121,15,15016,Camariñas
15122,15,15016,Camariñas
15123,15,15016,Camariñas
15124,15,15052,Muxía
15125,15,15052,Muxía
15126,15,15052,Muxía
15127,15,15092,Vimianzo
15128,15,15092,Vimianzo
15129,15,15092,Vimianzo
15130,15,15028,Corcubión
15137,15,15028,Corcubión
15138,15,15023,Cee
15139,15,15031,Culleredo
15140,15,15005,Arteixo
15141,15,15005,Arteixo
15142,15,15005,Arteixo
15143,15,15143,Poligono Industrial Sabon
15144,15,15005,Arteixo
15145,15,15041,"Laracha, A"
15146,15,15041,"Laracha, A"
15147,15,15029,Coristanco
15148,15,15029,Coristanco
15149,15,15014,Cabana de Bergantiños
15150,15,15092,Vimianzo
15151,15,15034,Dumbría
15152,15,15034,Dumbría
15153,15,15037,Fisterra
15154,15,15037,Fisterra
15155,15,15037,Fisterra
15160,15,15075,Sada
15165,15,15008,Bergondo
15166,15,15008,Bergondo
15167,15,15008,Bergondo
15168,15,15075,Sada
15169,15,15075,Sada
15171,15,15058,Oleiros
15172,15,15058,Oleiros
15173,15,15058,Oleiros
15174,15,15031,Culleredo
15175,15,15021,Carral
15176,15,15058,Oleiros
15177,15,15058,Oleiros
15178,15,15058,Oleiros
15179,15,15058,Oleiros
15180,15,15031,Culleredo
15181,15,15017,Cambre
15182,15,15021,Carral
15183,15,15021,Carral
15184,15,15021,Carral
15185,15,15024,Cerceda
15186,15,15024,Cerceda
15187,15,15024,Cerceda
15188,15,15024,Cerceda
15189,15,15031,Culleredo
15190,15,15030,A Coruña
15198,15,15031,Culleredo
15199,15,15031,Culleredo
15200,15,15057,Noia
15210,15,15057,Noia
15211,15,15057,Noia
15212,15,15042,Lousame
15213,15,15057,Noia
15214,15,15042,Lousame
15215,15,15042,Lousame
15216,15,15042,Lousame
15218,15,15071,Porto do Son
15220,15,15002,Ames
15229,15,15002,Ames
15230,15,15062,Outes
15236,15,15062,Outes
15237,15,15062,Outes
15238,15,15238,Asenso
15239,15,15062,Outes
15240,15,15053,Muros
15250,15,15053,Muros
15256,15,15045,Mazaricos
15258,15,15045,Mazaricos
15259,15,15053,Muros
15270,15,15023,Cee
15280,15,15013,Brión
15281,15,15074,Rois
15282,15,15074,Rois
15285,15,15285,Mouretans (Viceso-Brion)
15286,15,15062,Outes
15287,15,15062,Outes
15288,15,15062,Outes
15290,15,15053,Muros
15291,15,15053,Muros
15292,15,15020,Carnota
15293,15,15020,Carnota
15295,15,15020,Carnota
15296,15,15020,Carnota
15297,15,15034,Dumbría
15298,15,15023,Cee
15299,15,15023,Cee
15300,15,15009,Betanzos
15310,15,15032,Curtis
15313,15,15039,Irixoa
15314,15,15064,Paderne
15315,15,15050,Monfero
15316,15,15027,Coirós
15317,15,15003,Aranga
15318,15,15001,Abegondo
15319,15,15064,Paderne
15320,15,15070,"Pontes de García Rodríguez, As"
15324,15,15070,"Pontes de García Rodríguez, As"
15325,15,15070,"Pontes de García Rodríguez, As"
15326,15,15070,"Pontes de García Rodríguez, As"
15327,15,15070,"Pontes de García Rodríguez, As"
15328,15,15070,"Pontes de García Rodríguez, As"
15329,15,15070,"Pontes de García Rodríguez, As"
15330,15,15061,Ortigueira
15332,15,15061,Ortigueira
15337,15,15044,Mañón
15338,15,15061,Ortigueira
15339,15,15061,Ortigueira
15340,15,15061,Ortigueira
15347,15,15022,Cedeira
15349,15,15061,Ortigueira
15350,15,15022,Cedeira
15357,15,15022,Cedeira
15358,15,15022,Cedeira
15359,15,15022,Cedeira
15360,15,15901,Cariño
15365,15,15901,Cariño
15366,15,15901,Cariño
15367,15,15061,Ortigueira
15368,15,15061,Ortigueira
15369,15,15901,Cariño
15379,15,15032,Curtis
15380,15,15902,Oza-Cesuras
15386,15,15902,Oza-Cesuras
15387,15,15902,Oza-Cesuras
15388,15,15902,Oza-Cesuras
15389,15,15902,Oza-Cesuras
15390,15,15902,Oza-Cesuras
15391,15,15902,Oza-Cesuras
15401,15,15036,Ferrol
15402,15,15036,Ferrol
15403,15,15036,Ferrol
15404,15,15036,Ferrol
15405,15,15036,Ferrol
15406,15,15036,Ferrol
15470,15,15470,Ferrol
15471,15,15471,Ferrol
15480,15,15480,Ferrol
15490,15,15490,Ferrol
15500,15,15035,Fene
15509,15,15035,Fene
15510,15,15055,Neda
15520,15,15035,Fene
15528,15,15035,Fene
15530,15,15025,Cerdido
15540,15,15054,Narón
15541,15,15054,Narón
15542,15,15087,Valdoviño
15543,15,15087,Valdoviño
15550,15,15087,Valdoviño
15551,15,15087,Valdoviño
15552,15,15087,Valdoviño
15553,15,15087,Valdoviño
15554,15,15087,Valdoviño
15555,15,15022,Cedeira
15560,15,15076,San Sadurniño
15561,15,15076,San Sadurniño
15562,15,15076,San Sadurniño
15563,15,15049,Moeche
15564,15,15049,Moeche
15565,15,15081,"Somozas, As"
15566,15,15081,"Somozas, As"
15567,15,15081,"Somozas, As"
15568,15,15081,"Somozas, As"
15569,15,15025,Cerdido
15570,15,15054,Narón
15572,15,15054,Narón
15573,15,15054,Narón
15576,15,15076,San Sadurniño
15577,15,15054,Narón
15578,15,15054,Narón
15579,15,15055,Neda
15580,15,15076,San Sadurniño
15582,15,15070,"Pontes de García Rodríguez, As"
15590,15,15036,Ferrol
15591,15,15036,Ferrol
15592,15,15036,Ferrol
15593,15,15036,Ferrol
15594,15,15036,Ferrol
15595,15,15036,Ferrol
15596,15,15054,Narón
15597,15,15597,Doso (San Lourenzo)
15598,15,15076,San Sadurniño
15600,15,15069,Pontedeume
15607,15,15069,Pontedeume
15608,15,15069,Pontedeume
15609,15,15050,Monfero
15611,15,15015,Cabanas
15612,15,15015,Cabanas
15613,15,15018,"Capela, A"
15614,15,15069,Pontedeume
15615,15,15091,Vilarmaior
15616,15,15091,Vilarmaior
15617,15,15050,Monfero
15619,15,15050,Monfero
15620,15,15051,Mugardos
15621,15,15015,Cabanas
15622,15,15015,Cabanas
15623,15,15004,Ares
15624,15,15004,Ares
15625,15,15004,Ares
15626,15,15051,Mugardos
15627,15,15051,Mugardos
15630,15,15048,Miño
15635,15,15048,Miño
15637,15,15091,Vilarmaior
15638,15,15091,Vilarmaior
15639,15,15048,Miño
15640,15,15008,Bergondo
15650,15,15017,Cambre
15656,15,15093,Zas
15659,15,15017,Cambre
15660,15,15017,Cambre
15668,15,15017,Cambre
15669,15,15017,Cambre
15670,15,15031,Culleredo
15679,15,15017,Cambre
15680,15,15059,Ordes
15683,15,15084,Tordoia
15684,15,15059,Ordes
15685,15,15047,Mesía
15686,15,15047,Mesía
15687,15,15059,Ordes
15688,15,15060,Oroso
15689,15,15047,Mesía
15690,15,15005,Arteixo
15701,15,15078,Santiago de Compostela
15702,15,15078,Santiago de Compostela
15703,15,15078,Santiago de Compostela
15704,15,15078,Santiago de Compostela
15705,15,15078,Santiago de Compostela
15706,15,15078,Santiago de Compostela
15707,15,15078,Santiago de Compostela
15770,15,15770,Santiago De Compostela
15771,15,15771,Santiago De Compostela
15780,15,15780,Santiago De Compostela
15781,15,15781,Santiago De Compostela
15782,15,15782,Santiago De Compostela
15800,15,15046,Melide
15805,15,15046,Melide
15806,15,15083,Toques
15807,15,15090,Vilasantar
15808,15,15079,Santiso
15809,15,15046,Melide
15810,15,15006,Arzúa
15813,15,15080,Sobrado
15814,15,15080,Sobrado
15815,15,15080,Sobrado
15816,15,15010,Boimorto
15817,15,15010,Boimorto
15818,15,15010,Boimorto
15819,15,15006,Arzúa
15820,15,15078,Santiago de Compostela
15821,15,15066,"Pino, O"
15822,15,15085,Touro
15823,15,15066,"Pino, O"
15824,15,15066,"Pino, O"
15825,15,15066,"Pino, O"
15826,15,15006,Arzúa
15828,15,15085,Touro
15830,15,15056,Negreira
15837,15,15077,Santa Comba
15838,15,15056,Negreira
15839,15,15007,"Baña, A"
15840,15,15077,Santa Comba
15841,15,15077,Santa Comba
15845,15,15077,Santa Comba
15846,15,15077,Santa Comba
15847,15,15077,Santa Comba
15848,15,15077,Santa Comba
15850,15,15093,Zas
15851,15,15093,Zas
15855,15,15093,Zas
15856,15,15093,Zas
15857,15,15093,Zas
15858,15,15093,Zas
15859,15,15093,Zas
15860,15,15077,Santa Comba
15861,15,15077,Santa Comba
15862,15,15007,"Baña, A"
15863,15,15007,"Baña, A"
15864,15,15002,Ames
15865,15,15013,Brión
15866,15,15082,Teo
15870,15,15002,Ames
15871,15,15088,Val do Dubra
15872,15,15088,Val do Dubra
15873,15,15088,Val do Dubra
15874,15,15088,Val do Dubra
15880,15,15089,Vedra
15881,15,15089,Vedra
15882,15,15012,Boqueixón
15883,15,15082,Teo
15884,15,15060,Oroso
15885,15,15089,Vedra
15886,15,15082,Teo
15887,15,15066,"Pino, O"
15888,15,15060,Oroso
15890,15,15078,Santiago de Compostela
15892,15,15078,Santiago de Compostela
15893,15,15078,Santiago de Compostela
15894,15,15082,Teo
15895,15,15002,Ames
15896,15,15078,Santiago de Compostela
15897,15,15078,Santiago de Compostela
15898,15,15078,Santiago de Compostela
15899,15,15078,Santiago de Compostela
15900,15,15065,Padrón
15910,15,15065,Padrón
15911,15,15074,Rois
15912,15,15074,Rois
15913,15,15074,Rois
15914,15,15065,Padrón
15915,15,15065,Padrón
15916,15,15033,Dodro
15917,15,15065,Padrón
15920,15,15072,Rianxo
15928,15,15072,Rianxo
15930,15,15011,Boiro
15937,15,15011,Boiro
15938,15,15011,Boiro
15939,15,15011,Boiro
15940,15,15067,Pobra do Caramiñal
15948,15,15067,Pobra do Caramiñal
15949,15,15067,Pobra do Caramiñal
15959,15,15073,Ribeira
15960,15,15073,Ribeira
15965,15,15073,Ribeira
15966,15,15073,Ribeira
15967,15,15073,Ribeira
15968,15,15073,Ribeira
15969,15,15073,Ribeira
15970,15,15071,Porto do Son
15978,15,15071,Porto do Son
15979,15,15071,Porto do Son
15980,15,15065,Padrón
15981,15,15033,Dodro
15982,15,15033,Dodro
15983,15,15072,Rianxo
15984,15,15072,Rianxo
15985,15,15072,Rianxo
15990,15,15011,Boiro
15991,15,15011,Boiro
15992,15,15011,Boiro
15993,15,15073,Ribeira
15994,15,15071,Porto do Son
15995,15,15071,Porto do Son
15996,15,15071,Porto do Son
15998,15,15071,Porto do Son
15999,15,15071,Porto do Son
16001,16,16078,Cuenca
16002,16,16078,Cuenca
16003,16,16078,Cuenca
16004,16,16078,Cuenca
16070,16,16070,Cuenca (CP 16070)
16071,16,16071,Cuenca (CP 16071)
16080,16,16080,Cuenca (CP 16080)
16100,16,16236,Valverde de Júcar
16111,16,16004,Albaladejo del Cuende
16112,16,16112,Baños De Valdeganga
16113,16,16152,"Parra de las Vegas, La"
16114,16,16039,Buenache de Alarcón
16118,16,16104,Hontecillas
16120,16,16903,"Valeras, Las"
16122,16,16083,Fresneda de Altarejos
16123,16,16905,Arcas del Villar
16140,16,16245,Villalba de la Sierra
16141,16,16022,Arcos de la Sierra
16142,16,16121,"Majadas, Las"
16143,16,16122,Mariana
16144,16,16085,La Frontera
16145,16,16909,Sotorribas
16146,16,16078,Cuenca
16147,16,16122,Mariana
16150,16,16215,Tragacete
16152,16,16107,Huélamo
16160,16,16148,Palomares del Campo
16161,16,16211,Torrejoncillo del Rey
16162,16,16211,Torrejoncillo del Rey
16190,16,16023,Chillarón de Cuenca
16191,16,16023,Chillarón de Cuenca
16192,16,16040,Buenache de la Sierra
16193,16,16078,Cuenca
16194,16,16023,Chillarón de Cuenca
16195,16,16019,Altarejos
16196,16,16263,Villar de Olalla
16200,16,16134,Motilla del Palancar
16210,16,16042,Campillo de Altobuey
16211,16,16158,"Picazo, El"
16212,16,16908,Pozorrubielos de la Mancha
16214,16,16092,Gabaldón
16215,16,16017,Almodóvar del Pinar
16216,16,16081,Chumillas
16220,16,16175,Quintanar del Rey
16230,16,16251,Villanueva de la Jara
16234,16,16234,Casas De Santa Cruz
16235,16,16113,Iniesta
16236,16,16113,Iniesta
16237,16,16118,Ledaña
16238,16,16244,Villagarcía del Llano
16239,16,16066,Casasimarro
16240,16,16155,"Peral, El"
16250,16,16068,Castillejo de Iniesta
16251,16,16096,Graja de Iniesta
16260,16,16125,Minglanilla
16269,16,16157,"Pesquera, La"
16270,16,16248,Villalpardo
16280,16,16271,Villarta
16290,16,16098,"Herrumblar, El"
16300,16,16052,Cañete
16311,16,16043,Campillos-Paravientos
16312,16,16097,Henarejos
16313,16,16014,Aliaguilla
16315,16,16008,Alcalá de la Vega
16316,16,16115,Laguna del Marquesado
16317,16,16187,Salinas del Manzano
16318,16,16189,Salvacañete
16320,16,16202,Talayuelas
16321,16,16202,Talayuelas
16330,16,16117,Landete
16336,16,16194,Santa Cruz de Moya
16337,16,16135,Moya
16338,16,16062,Casas de Garcimolina
16339,16,16194,Santa Cruz de Moya
16340,16,16046,Cañada del Hoyo
16350,16,16055,Carboneras de Guadazaón
16360,16,16024,Arguisuelas
16370,16,16192,San Martín de Boniches
16371,16,16137,Narboneta
16372,16,16082,Enguídanos
16373,16,16056,Cardenete
16390,16,16146,Pajarón
16393,16,16126,Mira
16400,16,16203,Tarancón
16410,16,16106,Horcajo de Santiago
16411,16,16086,Fuente de Pedro Naharro
16412,16,16002,"Acebrón, El"
16413,16,16212,Torrubia del Campo
16414,16,16167,Pozorrubio
16415,16,16249,Villamayor de Santiago
16417,16,16100,"Hinojosos, Los"
16420,16,16016,Almendros
16421,16,16103,Hontanaya
16422,16,16216,Tresjuncos
16423,16,16145,Osa de la Vega
16430,16,16186,Saelices
16431,16,16018,Almonacid del Marquesado
16432,16,16264,Villarejo de Fuentes
16433,16,16253,Villar de Cañas
16434,16,16129,Montalbanejo
16435,16,16099,"Hinojosa, La"
16440,16,16130,Montalbo
16441,16,16101,"Hito, El"
16442,16,16269,Villares del Saz
16444,16,16073,Cervera del Llano
16452,16,16217,Tribaldos
16460,16,16027,Barajas de Melo
16461,16,16119,Leganiel
16463,16,16185,Saceda-Trasierra
16464,16,16010,Alcázar del Rey
16465,16,16108,Huelves
16470,16,16027,Barajas de Melo
16500,16,16112,Huete
16510,16,16240,Vellisca
16512,16,16041,Buendía
16520,16,16112,Huete
16521,16,16112,Huete
16522,16,16162,Portalrubio de Guadamejud
16531,16,16531,Villanueva De Guadamejud
16532,16,16112,Huete
16535,16,16246,Villalba del Rey
16537,16,16051,Cañaveruelas
16540,16,16112,Huete
16541,16,16112,Huete
16542,16,16910,Villar y Velasco
16550,16,16112,Huete
16555,16,16901,Campos del Paraíso
16600,16,16190,San Clemente
16610,16,16061,Casas de Fernando Alonso
16611,16,16064,Casas de Haro
16612,16,16065,Casas de los Pinos
16620,16,16007,"Alberca de Záncara, La"
16621,16,16195,Santa María del Campo Rus
16622,16,16159,Pinarejo
16623,16,16072,Castillo de Garcimuñoz
16630,16,16133,Mota del Cuervo
16638,16,16153,"Pedernoso, El"
16639,16,16196,Santa María de los Llanos
16640,16,16033,Belmonte
16646,16,16247,Villalgordo del Marquesado
16647,16,16243,Villaescusa de Haro
16648,16,16255,Villar de la Encina
16649,16,16058,Carrascosa de Haro
16650,16,16124,"Mesas, Las"
16660,16,16154,"Pedroñeras, Las"
16670,16,16171,"Provencio, El"
16700,16,16198,Sisante
16707,16,16060,Casas de Benítez
16708,16,16063,Casas de Guijarro
16709,16,16238,Vara de Rey
16710,16,16204,Tébar
16720,16,16047,Cañada Juncosa
16730,16,16102,Honrubia
16738,16,16049,"Cañavate, El"
16739,16,16213,Torrubia del Castillo
16740,16,16015,"Almarcha, La"
16760,16,16139,Olivares de Júcar
16770,16,16191,San Lorenzo de la Parrilla
16771,16,16266,Villarejo-Periesteban
16779,16,16034,Belmontejo
16780,16,16019,Altarejos
